SOLD DATE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE,sale_year,sale_month,sale_dayofweek,sale_quarter,sqft_bin,age_at_sale,log_price,log_square_feet,log_lot_size
2023-12-29,17333 Corsini Dr,Fort Myers,33913.0,705000.0,2.0,2.0,Fort Myers,1581.0,5079.0,2022.0,446.0,351.0,26.487173,-81.758601,2023.0,12.0,Friday,4.0,1000-1999,1.0,13.465954500233115,7.366445148327599,8.533066540572527
2021-05-21,18105 Via Portofino Way,Miromar Lakes,33913.0,2795000.0,4.0,4.0,Fm21 - Fort Myers Area,3615.0,13155.0,2021.0,773.0,1155.0,26.4787,-81.762975,2021.0,5.0,Friday,2.0,3000-3999,0.0,14.843343022353025,8.193123721512068,9.484633207308947
2025-07-08,17346 Blue Sapphire Dr,Fort Myers,33913.0,2010000.0,4.0,3.5,Fort Myers,3178.0,14209.0,2024.0,632.0,574.0,26.481628,-81.7327,2025.0,7.0,Tuesday,3.0,3000-3999,1.0,14.513645777547573,8.064321960910803,9.561701221091147
2025-01-24,18210 Blue Eye Loop,Fort Myers,33913.0,4100000.0,4.0,4.5,Fort Myers,4381.0,24580.0,2022.0,936.0,689.0,26.468888,-81.7381713,2025.0,1.0,Friday,1.0,4000-4999,3.0,15.226497775576945,8.385260520155413,10.109729065774982
2020-10-23,19062 Wildblue Blvd,Fort Myers,33913.0,1055000.0,4.0,4.5,Wildblue,3054.0,14374.0,2020.0,345.0,508.0,26.4796082,-81.7425933,2020.0,10.0,Friday,4.0,3000-3999,0.0,13.869052272759154,8.024534871605695,9.573245865665552
2023-10-18,11370 Canal Grande Dr,Fort Myers,33913.0,1370000.0,3.0,3.5,Esplanade Lake Club,3664.0,11539.0,2023.0,374.0,416.0,26.4898394,-81.7723363,2023.0,10.0,Wednesday,4.0,3000-3999,0.0,14.130322027731049,8.206583614320753,9.353574540062091
2025-04-02,18269 Wildblue Blvd,Fort Myers,33913.0,2075000.0,4.0,3.0,Fm21 - Fort Myers Area,2966.0,14048.0,2020.0,700.0,606.0,26.466521,-81.74724,2025.0,4.0,Wednesday,2.0,2000-2999,5.0,14.54547219357453,7.995306620290822,9.550306497851652
2022-06-27,14511 Blue Bay Cir,Fort Myers,33913.0,869000.0,4.0,3.0,Fm21 - Fort Myers Area,2247.0,7461.0,2022.0,387.0,404.0,26.4672842,-81.7308294,2022.0,6.0,Monday,2.0,2000-2999,0.0,13.675099554994853,7.717796211013582,8.917578753781104
2024-10-18,11949 Raggio Dr,Fort Myers,33913.0,886562.0,3.0,3.0,Fort Myers,2435.0,7840.0,2024.0,364.0,434.0,26.472032,-81.759,2024.0,10.0,Friday,4.0,2000-2999,0.0,13.69510746796118,7.798112628829788,8.967121656230923
2025-05-20,10411 Trevi Isle Way,Miromar Lakes,33913.0,3375000.0,4.0,4.5,Fm21 - Fort Myers Area,3338.0,11460.0,2020.0,1011.0,1348.0,26.4870125,-81.7829651,2025.0,5.0,Tuesday,2.0,3000-3999,5.0,15.03190617858502,8.113426639943654,9.346705246496699
2022-04-29,1543 Graduate Ct,Lehigh Acres,33971,360000.0,3.0,2.0,Varsity Lakes,1271.0,11717.0,1997.0,283.0,67.0,26.6278604,-81.7207832,2022.0,4.0,Friday,2.0,1000-1999,25.0,12.793862088206213,7.148345743900068,9.368881400104733
2021-03-15,4590 Diploma Ct,Lehigh Acres,33971,298500.0,4.0,2.0,Varsity Lakes,2054.0,11325.0,2000.0,145.0,52.0,26.6271513,-81.7238407,2021.0,3.0,Monday,1.0,2000-2999,21.0,12.606528561892935,7.628031126930335,9.33485624667375
2022-06-29,12604 Chrasfield Chase,Fort Myers,33913,930000.0,3.0,3.0,Somerset,2554.0,11717.0,2014.0,364.0,435.0,26.5585812,-81.7703915,2022.0,6.0,Wednesday,2.0,2000-2999,8.0,13.742940940397677,7.845807502637805,9.368881400104733
2023-03-01,10491 Materita Dr,Fort Myers,33913,418000.0,2.0,2.0,Pelican Preserve #L,1230.0,6142.0,2012.0,340.0,542.0,26.5927609,-81.7729648,2023.0,3.0,Wednesday,1.0,1000-1999,11.0,12.94323910384853,7.115582126184454,8.723068501163928
2024-09-27,14240 Winding Cedar Way,Fort Myers,33913,496596.0,4.0,3.0,Timber Crk Ph 7,2032.0,7214.0,2024.0,244.0,321.0,26.581755,-81.722176,2024.0,9.0,Friday,3.0,2000-2999,0.0,13.115534110958617,7.617267813628347,8.88391747120797
2022-05-02,11348 Paseo Dr,Fort Myers,33912,875000.0,3.0,2.0,Paseo,1809.0,8903.0,2015.0,484.0,426.0,26.582792,-81.8091703,2022.0,5.0,Monday,2.0,1000-1999,7.0,13.681980308196241,7.501082124259871,9.094255892955381
2021-09-16,11330 Bent Pine Dr,Fort Myers,33913,600000.0,4.0,2.5,Mahogany Run,2655.0,18164.0,1991.0,226.0,162.0,26.5780705,-81.7532287,2021.0,9.0,Thursday,3.0,2000-2999,30.0,13.304686600863562,7.884576510596324,9.807251944655302
2021-04-28,9034 Prosperity Way,Fort Myers,33913,517000.0,3.0,2.5,Featherbrook,3158.0,9147.0,2005.0,164.0,807.0,26.6080839,-81.7890614,2021.0,4.0,Wednesday,2.0,3000-3999,16.0,13.155800087724673,8.058010800802085,9.121290555142672
2022-04-15,12899 Epping Way,Fort Myers,33913,450000.0,2.0,2.0,Fm22 - Fort Myers City Limits,1685.0,7888.0,2017.0,267.0,419.0,26.5553326,-81.7589986,2022.0,4.0,Friday,2.0,1000-1999,5.0,13.017005083966255,7.430114138561801,8.97322466309509
2023-03-09,10037 Horse Creek Rd,Fort Myers,33913,469000.0,2.0,2.0,Hidden Cove,1692.0,6185.0,2004.0,277.0,703.0,26.5893175,-81.7860275,2023.0,3.0,Thursday,1.0,1000-1999,19.0,13.058360179622305,7.4342573821331355,8.730043953245016
2023-08-08,4617 Varsity Cir,Lehigh Acres,33971,307500.0,4.0,2.0,Varsity Lakes,2054.0,9670.0,2002.0,150.0,67.0,26.6274377,-81.7263293,2023.0,8.0,Tuesday,3.0,2000-2999,21.0,12.636233618255941,7.628031126930335,9.176886995716963
2021-06-07,10338 Fontanella Dr,Fort Myers,33913,550000.0,3.0,3.5,Prato At Pelican Preserve,2389.0,8934.0,2017.0,230.0,259.0,26.595412,-81.762025,2021.0,6.0,Monday,2.0,2000-2999,4.0,13.217675375388819,7.779048644925556,9.097731427593528
2021-01-12,9448 River Otter Dr,Fort Myers,33912,360000.0,4.0,3.0,Reflection Isles,2606.0,7410.0,2012.0,138.0,330.0,26.5829678,-81.7995969,2021.0,1.0,Tuesday,1.0,2000-2999,9.0,12.793862088206213,7.865955413933502,8.910720661951359
2021-06-16,10335 Carolina Willow Dr,Fort Myers,33913,320000.0,3.0,2.5,Botanica Lakes,2097.0,5270.0,2006.0,153.0,325.0,26.5804828,-81.7835626,2021.0,6.0,Wednesday,2.0,2000-2999,15.0,12.676079399771027,7.6487397889562425,8.569975376855206
2023-07-02,11195 Canopy Loop,Fort Myers,33913,560000.0,3.0,3.0,Timber Creek,2444.0,8690.0,2023.0,229.0,330.0,26.580351,-81.728138,2023.0,7.0,Sunday,3.0,2000-2999,0.0,13.235693848424024,7.801800401908973,9.07004328643746
2020-12-15,10666 Prato Dr,Fort Myers,33913,535000.0,4.0,2.0,Prato At Pelican Preserve,2251.0,13682.0,2017.0,238.0,258.0,26.5957596,-81.7636242,2020.0,12.0,Tuesday,4.0,2000-2999,3.0,13.190023895035274,7.719573989259581,9.52390946537981
2021-09-09,11962 Bay Oak Dr,Fort Myers,33913,650000.0,3.0,3.0,Arborwood Preserve,2445.0,8607.0,2019.0,266.0,392.0,26.5655794,-81.7596244,2021.0,9.0,Thursday,3.0,2000-2999,2.0,13.384729180332174,7.802209316247118,9.060447282401565
2022-02-11,12113 Corcoran Pl,Fort Myers,33913,475000.0,3.0,2.0,Fm22 - Fort Myers City Limits,1664.0,9539.0,2012.0,285.0,419.0,26.5655939,-81.7774815,2022.0,2.0,Friday,1.0,1000-1999,10.0,13.07107218827772,7.417580402414544,9.163248764442333
2025-03-31,12503 Hammock Cove Blvd,Fort Myers,33913,330000.0,3.0,2.5,Hammock Cove,1829.0,4068.0,2017.0,180.0,332.0,26.5626635,-81.7573924,2025.0,3.0,Monday,1.0,1000-1999,8.0,12.706850963741102,7.512071245835466,8.31115254800169
2024-02-23,11940 Five Waters Cir,Fort Myers,33913,439900.0,2.0,2.0,Marina Bay,1823.0,5052.0,2016.0,241.0,471.0,26.5693244,-81.782846,2024.0,2.0,Friday,1.0,1000-1999,8.0,12.994304980578146,7.508787170634276,8.527737405291909
2024-06-27,12897 Kingsmill Way,Fort Myers,33913,1200000.0,4.0,3.0,Fm22 - Fort Myers City Limits,3093.0,11238.0,2008.0,388.0,532.0,26.5577809,-81.7820153,2024.0,6.0,Thursday,2.0,3000-3999,16.0,13.997832948091215,8.037220031133012,9.327145151518268
2021-06-16,9329 Trieste Dr,Fort Myers,33913,285000.0,2.0,2.0,Fm22 - Fort Myers City Limits,1647.0,6316.0,2005.0,173.0,451.0,26.607135,-81.7795377,2021.0,6.0,Wednesday,2.0,1000-1999,16.0,12.560247968016562,7.4073177104694174,8.7509996908987
2021-11-15,2381 Bainmar Dr,Lehigh Acres,33973,360000.0,2.0,2.0,Westminster,1836.0,7100.0,2005.0,196.0,114.0,26.6079863,-81.7350094,2021.0,11.0,Monday,4.0,1000-1999,16.0,12.793862088206213,7.515889085215125,8.867990898182093
2020-10-05,2137 Oxford Ridge Cir,Lehigh Acres,33973,257750.0,2.0,2.0,Westminster,1836.0,11107.0,2004.0,140.0,110.0,26.6075119,-81.724923,2020.0,10.0,Monday,4.0,1000-1999,16.0,12.4597492816001,7.515889085215125,9.31542084842669
2023-09-07,2260 W End Ct,Lehigh Acres,33973,510000.0,3.0,3.0,Westminster,2242.0,9104.0,1996.0,227.0,130.0,26.6024852,-81.7356887,2023.0,9.0,Thursday,3.0,2000-2999,27.0,13.1421679654829,7.715569534520208,9.116578992161708
2021-08-31,4736 Fairloop Run,Lehigh Acres,33973,218000.0,2.0,2.0,Westminster,1632.0,4748.0,2005.0,134.0,355.0,26.61006,-81.731648,2021.0,8.0,Tuesday,3.0,1000-1999,16.0,12.292254928916668,7.398174092970465,8.465689348549121
2021-09-29,15921 Glenisle Way,Fort Myers,33912,1125000.0,4.0,3.5,Fiddlesticks Country Club,3871.0,24001.0,2001.0,291.0,1471.0,26.512144,-81.8119469,2021.0,9.0,Wednesday,3.0,3000-3999,20.0,13.933294482509151,8.261526448396468,10.085892439191387
2022-12-01,15160 Fiddlesticks Blvd,Fort Myers,33912,705000.0,3.0,2.5,Fiddlesticks Country Club,2490.0,17293.0,1986.0,283.0,1414.0,26.5215289,-81.8063753,2022.0,12.0,Thursday,4.0,2000-2999,36.0,13.465954500233115,7.820439515262181,9.758114899520375
2020-11-19,10619 Vicenza Ct,Fort Myers,33913,379900.0,2.0,2.0,Vicenza,1823.0,9060.0,2002.0,208.0,286.0,26.599737,-81.78075,2020.0,11.0,Thursday,4.0,1000-1999,18.0,12.847665971443902,7.508787170634276,9.11173476822206
2021-04-30,2220 Carnaby Ct,Lehigh Acres,33973,188000.0,2.0,2.0,Westminster,1515.0,5514.0,1998.0,124.0,297.0,26.603452,-81.727925,2021.0,4.0,Friday,2.0,1000-1999,23.0,12.144202560946876,7.323830566202317,8.615226931687603
2021-11-30,10860 Tiberio Dr,Fort Myers,33913,550000.0,2.0,2.0,Tiberio,1823.0,9670.0,2007.0,302.0,261.0,26.5850474,-81.782877,2021.0,11.0,Tuesday,4.0,1000-1999,14.0,13.217675375388819,7.508787170634276,9.176886995716963
2021-04-01,10033 Turtle Hill Dr,Fort Myers,33913,490000.0,3.0,2.0,The Links,2251.0,9147.0,2004.0,218.0,693.0,26.6070417,-81.7898563,2021.0,4.0,Thursday,2.0,2000-2999,17.0,13.102162710901053,7.719573989259581,9.121290555142672
2021-07-06,12400 Villagio Way,Fort Myers,33912,760000.0,3.0,2.5,Fm08 - Fort Myers Ar,2874.0,9496.0,2006.0,264.0,832.0,26.5664343,-81.799906,2021.0,7.0,Tuesday,3.0,2000-2999,15.0,13.541075028051122,7.963807953231451,9.158731238242952
2023-08-10,10663 Prato Dr,Fort Myers,33913,889000.0,3.0,3.0,Prato At Pelican Preserve,2445.0,11221.0,2019.0,364.0,635.0,26.5958308,-81.7631577,2023.0,8.0,Thursday,3.0,2000-2999,4.0,13.697853639354802,7.802209316247118,9.325631416310918
2021-09-27,10109 Avalon Lake Cir,Fort Myers,33913,650000.0,4.0,3.5,Hampton Park,2789.0,13155.0,2015.0,233.0,350.0,26.5928806,-81.7444319,2021.0,9.0,Monday,3.0,2000-2999,6.0,13.384729180332174,7.933796874815411,9.484633207308947
2022-04-27,8666 Athena Ct,Lehigh Acres,33971,255000.0,3.0,2.5,Olympia Pointe,1450.0,2744.0,2008.0,176.0,294.0,26.6258033,-81.7597443,2022.0,4.0,Wednesday,2.0,1000-1999,14.0,12.449022745701502,7.280008252884188,7.917536353943631
2021-06-15,12815 Epping Way,Fort Myers,33913,460000.0,3.0,2.0,Fm22 - Fort Myers City Limits,1681.0,8058.0,2017.0,274.0,397.0,26.5589064,-81.760163,2021.0,6.0,Tuesday,2.0,1000-1999,4.0,13.038983942375959,7.427738840532894,8.994544758324512
2023-04-20,10523 Carolina Willow Dr,Fort Myers,33913,419900.0,3.0,3.0,Fm22 - Fort Myers City Limits,1578.0,5183.0,2010.0,266.0,330.0,26.5775935,-81.7793179,2023.0,4.0,Thursday,2.0,1000-1999,13.0,12.947774248188859,7.364547014255642,8.55333223803211
2021-07-30,9340 Vittoria Ct,Fort Myers,33912,2000000.0,4.0,4.5,Fm08 - Fort Myers Ar,3957.0,15289.0,2008.0,505.0,884.0,26.5674419,-81.8037127,2021.0,7.0,Friday,3.0,3000-3999,13.0,14.508658238524095,8.28349412616251,9.634954298923107
2023-07-24,12430 Chrasfield Chase,Fort Myers,33913,599700.0,3.0,2.0,Somerset,1664.0,9147.0,2013.0,360.0,473.0,26.5620263,-81.7693668,2023.0,7.0,Monday,3.0,1000-1999,10.0,13.304186476655628,7.417580402414544,9.121290555142672
2021-06-02,9603 Via Lago Way,Fort Myers,33912,1020000.0,3.0,3.0,Fm08 - Fort Myers Ar,3048.0,14897.0,2013.0,335.0,879.0,26.5577107,-81.7964297,2021.0,6.0,Wednesday,2.0,3000-3999,8.0,13.83531416565213,8.022568946988255,9.608982254736222
2020-11-30,2241 Hampstead Ct,Lehigh Acres,33973,335000.0,4.0,3.0,Westminster,2239.0,9626.0,1997.0,150.0,110.0,26.6039695,-81.7350371,2020.0,11.0,Monday,4.0,2000-2999,23.0,12.721888795877375,7.7142311448490855,9.172326929777967
2023-02-02,12873 Chadsford Cir,Fort Myers,33913,800000.0,3.0,3.0,Somerset,2488.0,10672.0,2016.0,322.0,435.0,26.5573651,-81.7615473,2023.0,2.0,Thursday,1.0,2000-2999,7.0,13.592368256649284,7.819636302367592,9.275472466913964
2024-02-16,1535 Graduate Ct,Lehigh Acres,33971,340000.0,3.0,2.0,Varsity Lakes,1603.0,9365.0,2003.0,212.0,67.0,26.6275079,-81.7210813,2024.0,2.0,Friday,1.0,1000-1999,21.0,12.73670383776449,7.38025578842646,9.144841389743487
2021-12-17,10947 Glenhurst St,Fort Myers,33913,500000.0,2.0,2.0,Bridgetown,1433.0,6403.0,2017.0,349.0,370.0,26.5690194,-81.7750851,2021.0,12.0,Friday,4.0,1000-1999,4.0,13.122365377402328,7.2682230211595655,8.764678074116606
2022-09-13,12882 Chadsford Cir,Fort Myers,33913,990000.0,3.0,3.0,Somerset,2488.0,11107.0,2018.0,398.0,435.0,26.5583165,-81.7615866,2022.0,9.0,Tuesday,3.0,2000-2999,4.0,13.805461232211272,7.819636302367592,9.31542084842669
2025-01-31,14131 Hickory Marsh Ln,Fort Myers,33912,410000.0,3.0,2.0,Villas At Olde Hickory,1677.0,16095.0,1993.0,244.0,1396.0,26.5354217,-81.8027727,2025.0,1.0,Friday,1.0,1000-1999,32.0,12.923914877701906,7.425357887027151,9.686326072899465
2020-08-28,10436 Solaro St,Fort Myers,33913,705000.0,3.0,4.5,Fm22 - Fort Myers City Limits,2797.0,10715.0,2016.0,252.0,491.0,26.5970571,-81.7746407,2020.0,8.0,Friday,3.0,2000-2999,4.0,13.465954500233115,7.936660155225426,9.2794932306645
2021-06-07,9877 Weather Stone Pl,Fort Myers,33913,550000.0,5.0,3.0,Stoneybrook,3556.0,12632.0,2004.0,155.0,111.0,26.60205,-81.7541184,2021.0,6.0,Monday,2.0,3000-3999,17.0,13.217675375388819,8.176672771948455,9.444067716830038
2020-08-14,8600 Glenlyon Ct,Fort Myers,33912,850000.0,3.0,3.5,Fiddlesticks Country Club,3949.0,33698.0,2007.0,215.0,1259.0,26.5186641,-81.8116869,2020.0,8.0,Friday,3.0,3000-3999,13.0,13.652992804936396,8.281470857895167,10.42522344230968
2021-09-30,11950 Rosemount Dr,Fort Myers,33913,840000.0,4.0,3.5,Hampton Greens,3635.0,19689.0,1997.0,231.0,162.0,26.5700099,-81.7537822,2021.0,9.0,Thursday,3.0,3000-3999,24.0,13.641158361294979,8.19863945529737,9.88786617163317
2022-05-16,14531 Old Hickory Blvd,Fort Myers,33912,895900.0,3.0,3.5,Olde Hickory Golf & Country Club,3102.0,11369.0,1993.0,289.0,741.0,26.5307172,-81.8003581,2022.0,5.0,Monday,2.0,3000-3999,29.0,13.705585194781051,8.04012466444838,9.338733586744581
2025-04-28,10531 Timber Creek Dr,Fort Myers,33913,490000.0,4.0,4.0,Timber Creek,2032.0,7215.0,2025.0,241.0,226.0,26.5860759,-81.726748,2025.0,4.0,Monday,2.0,2000-2999,0.0,13.102162710901053,7.617267813628347,8.88405606174246
2022-07-13,12590 Vittoria Way,Fort Myers,33912,1925000.0,4.0,4.0,Fm08 - Fort Myers Ar,4740.0,15158.0,2003.0,406.0,521.0,26.5636222,-81.8028712,2022.0,7.0,Wednesday,3.0,4000-4999,19.0,14.470437045184406,8.464003362902119,9.626349693960018
2021-02-25,9112 Links Dr,Fort Myers,33913,510000.0,3.0,2.0,The Links,2243.0,8494.0,2004.0,227.0,674.0,26.6045418,-81.7917663,2021.0,2.0,Thursday,1.0,2000-2999,17.0,13.1421679654829,7.716015266642587,9.047233034106032
2024-04-15,14366 Mindello Dr,Fort Myers,33905.0,425000.0,4.0,2.0,Portico,2251.0,10890.0,2018.0,189.0,193.0,26.6957781,-81.7133729,2024.0,4.0,Monday,2.0,2000-2999,6.0,12.959846800844963,7.719573989259581,9.295692039075686
2024-08-12,14048 Vindel Cir,Fort Myers,33905.0,439000.0,4.0,3.0,Portico,2606.0,7143.0,2020.0,168.0,232.0,26.6927375,-81.7210366,2024.0,8.0,Monday,3.0,2000-2999,4.0,12.992256969959042,7.865955413933502,8.874028122556336
2022-04-22,3570 Bridgewell Ct,Fort Myers,33916.0,400000.0,3.0,2.0,Lindsford Phase 1,1519.0,4879.0,2016.0,263.0,227.0,26.6136838,-81.8370386,2022.0,4.0,Friday,2.0,1000-1999,6.0,12.899222326086994,7.326465613840322,8.492900498847193
2021-02-01,4721 Fairloop Run,Lehigh Acres,33973.0,190000.0,2.0,2.0,Westminster,1632.0,4922.0,2005.0,116.0,297.0,26.609697,-81.731045,2021.0,2.0,Monday,1.0,1000-1999,16.0,12.154784614286667,7.398174092970465,8.5016733797582
2021-10-21,11580 Winding River Cir,Fort Myers,33905.0,741322.0,3.0,3.0,Fe04 - East Fort Myers Area,2698.0,7405.0,2021.0,275.0,510.0,26.696154,-81.76356,2021.0,10.0,Thursday,4.0,2000-2999,0.0,13.516191706738432,7.900636613018005,8.910045761473558
2022-04-29,2825 Apple Blossom Dr,Alva,33920.0,484000.0,2.0,2.0,Cascades,1816.0,6795.0,2017.0,267.0,318.0,26.6947893,-81.7038113,2022.0,4.0,Friday,2.0,1000-1999,5.0,13.089842251812337,7.504942068396171,8.824089482791823
2022-04-13,4360 Avian Avenue Ave,Fort Myers,33916.0,363000.0,3.0,2.0,Province Park,1355.0,5976.0,2005.0,268.0,194.0,26.6128361,-81.8255202,2022.0,4.0,Wednesday,2.0,1000-1999,17.0,12.80216086806413,7.212294468500341,8.695674048824253
2022-06-02,3125 Preserves Edge Ct,Fort Myers,33905.0,897641.0,3.0,2.5,Fe04 - East Fort Myers Area,2427.0,7405.0,2021.0,370.0,431.0,26.7022536,-81.7276456,2022.0,6.0,Thursday,2.0,2000-2999,1.0,13.707526604099733,7.794823152179389,8.910045761473558
2021-11-29,16015 Enclaves Cove Dr,North Fort Myers,33917.0,338250.0,4.0,2.5,Fn08 - North Fort Myers Area,2386.0,5723.0,2021.0,142.0,81.0,26.6978055,-81.8448414,2021.0,11.0,Monday,4.0,2000-2999,0.0,12.731543502421864,7.77779262633883,8.652423140676342
2022-05-06,3305 Apple Blossom Dr,Alva,33920.0,450000.0,3.0,2.0,Cascades,2032.0,7100.0,2020.0,221.0,321.0,26.6935418,-81.7066679,2022.0,5.0,Friday,2.0,2000-2999,2.0,13.017005083966255,7.617267813628347,8.867990898182093
2022-06-30,13809 Magnolia Isles Dr,Fort Myers,33905.0,897589.0,3.0,2.5,Fe04 - East Fort Myers Area,2288.0,7405.0,2021.0,392.0,431.0,26.7022939,-81.726294,2022.0,6.0,Thursday,2.0,2000-2999,1.0,13.707468672868545,7.735870319952567,8.910045761473558
2022-08-15,12670 Fairway Cove Ct,Fort Myers,33905.0,650000.0,2.0,2.0,Fairway Cove,1932.0,10062.0,2014.0,336.0,287.0,26.6946572,-81.7320542,2022.0,8.0,Monday,3.0,1000-1999,8.0,13.384729180332174,7.566828479208331,9.216620609933333
2021-04-29,14006 Oviedo Pl,Fort Myers,33905.0,195000.0,3.0,2.5,Portico,1378.0,2200.0,2021.0,142.0,317.0,26.6982233,-81.720784,2021.0,4.0,Thursday,2.0,1000-1999,0.0,12.180759965737863,7.229113877793302,7.696667081526462
2025-04-30,13761 Woodhaven Cir,Fort Myers,33905.0,865000.0,3.0,3.5,Woodhaven,2524.0,14414.0,2016.0,343.0,382.0,26.6989795,-81.7286579,2025.0,4.0,Wednesday,2.0,2000-2999,9.0,13.670485941982712,7.83399634170946,9.576024610072503
2022-03-22,4110 Dutchess Park Rd,Fort Myers,33916.0,540090.0,4.0,3.5,Fm04 - Fort Myers Area,2540.0,8825.0,2021.0,213.0,186.0,26.6162203,-81.8323944,2022.0,3.0,Tuesday,1.0,2000-2999,1.0,13.199492922861324,7.840312983320164,9.085457189829492
2022-06-15,8304 Silver Birch Way,Lehigh Acres,33971.0,375000.0,4.0,2.0,Lehigh Acres,1943.0,11238.0,2005.0,193.0,75.0,26.6134575,-81.7610168,2022.0,6.0,Wednesday,2.0,1000-1999,17.0,12.834683971615659,7.572502985020384,9.327145151518268
2022-03-04,13704 Woodhaven Cir,Fort Myers,33905.0,715000.0,3.0,3.0,Woodhaven,2068.0,9104.0,2014.0,346.0,326.0,26.6990464,-81.7314751,2022.0,3.0,Friday,1.0,2000-2999,8.0,13.480039220276565,7.634820677745543,9.116578992161708
2020-10-23,3061 Birchin Ln,Fort Myers,33916.0,314880.0,4.0,2.0,Lindsford Ph 2B,2032.0,7867.0,2020.0,155.0,180.0,26.620826,-81.824374,2020.0,10.0,Friday,4.0,2000-2999,0.0,12.659950068653991,7.617267813628347,8.97055917950895
2020-11-25,2382 Nature Pointe Loop,Fort Myers,33905.0,250000.0,3.0,2.0,Hawk'S Preserve,1652.0,9147.0,2006.0,151.0,55.0,26.710383,-81.7125818,2020.0,11.0,Wednesday,4.0,1000-1999,14.0,12.429220196836383,7.410347097821024,9.121290555142672
2022-08-04,14598 Cantabria Dr,Fort Myers,33905.0,419001.0,4.0,3.0,Fe04 - East Fort Myers Area,2529.0,7274.0,2022.0,166.0,209.0,26.6860511,-81.708685,2022.0,8.0,Thursday,3.0,2000-2999,0.0,12.945630972162572,7.835974581721566,8.892199092039693
2021-07-26,11294 Chattahoochee Dr,North Fort Myers,33917.0,260000.0,4.0,3.0,Timberbend Sub,1944.0,13939.0,1984.0,134.0,11.0,26.7169533,-81.7731874,2021.0,7.0,Monday,3.0,1000-1999,37.0,12.468440756144114,7.573017256052546,9.542517684314515
2025-01-08,12600 Oak Bend Dr,Fort Myers,33905.0,1225000.0,3.0,3.0,Oak Bend,3179.0,15507.0,2007.0,385.0,392.0,26.6979055,-81.7447025,2025.0,1.0,Wednesday,1.0,3000-3999,18.0,14.018452218287162,8.064636475774222,9.64911129879082
2021-12-02,13356 Island Rd,Fort Myers,33905.0,1000000.0,3.0,3.5,River Forest Island,2077.0,21911.0,1969.0,481.0,41.0,26.7180862,-81.7384258,2021.0,12.0,Thursday,4.0,2000-2999,52.0,13.815511557963774,7.639161171659173,9.994789710942914
2024-06-07,17567 Winding Oak Ln,North Fort Myers,33917.0,650000.0,2.0,2.0,Del Webb Oak Crk,1917.0,6626.0,2023.0,339.0,373.0,26.721823,-81.835009,2024.0,6.0,Friday,2.0,1000-1999,1.0,13.384729180332174,7.559038255443384,8.798907492088226
2021-03-17,9060 Triangle Palm Ln #1201,Fort Myers,33913.0,205500.0,2.0,2.0,Fort Myers,1797.0,6534.0,2008.0,114.0,400.0,26.6116011,-81.7888673,2021.0,3.0,Wednesday,1.0,1000-1999,13.0,12.233206179086634,7.494430215031565,8.784927626058323
2021-08-02,2161 Summersweet Dr,Alva,33920.0,305000.0,3.0,2.0,Alva,1614.0,5819.0,2019.0,189.0,318.0,26.7088372,-81.7120645,2021.0,8.0,Monday,3.0,1000-1999,2.0,12.628070334272698,7.387090235656757,8.669055540725484
2021-11-30,4114 Dutchess Park Rd,Fort Myers,33916.0,546665.0,4.0,2.0,Fm04 - Fort Myers Area,2034.0,8825.0,2018.0,269.0,186.0,26.616227,-81.8321922,2021.0,11.0,Tuesday,4.0,2000-2999,3.0,13.211593291619332,7.618251097876695,9.085457189829492
2021-03-10,4701 Fairloop Run,Lehigh Acres,33973.0,210000.0,2.0,2.0,Westminster,1854.0,4878.0,2005.0,113.0,355.0,26.6100047,-81.7304804,2021.0,3.0,Wednesday,1.0,1000-1999,16.0,12.25486757159303,7.5256399750415355,8.492695559815838
2021-02-25,8383 Silver Birch Way,Lehigh Acres,33971.0,267500.0,4.0,2.0,Sherwood,1931.0,8276.0,2006.0,139.0,70.0,26.6159242,-81.7629912,2021.0,2.0,Thursday,1.0,1000-1999,15.0,12.496878583628968,7.566311014772463,9.021235862885396
2021-05-11,9037 Shadow Glen Way,Fort Myers,33913.0,470000.0,3.0,3.0,Shadow Glen,2343.0,6534.0,2005.0,201.0,715.0,26.6087265,-81.7904628,2021.0,5.0,Tuesday,2.0,2000-2999,16.0,13.060490101343552,7.759614150696903,8.784927626058323
2022-03-02,8319 Silver Birch Way,Lehigh Acres,33971.0,329900.0,3.0,2.0,Sherwood,1385.0,7274.0,2005.0,238.0,75.0,26.6141726,-81.7611553,2022.0,3.0,Wednesday,1.0,1000-1999,17.0,12.706547888433661,7.234177179749849,8.892199092039693
2022-05-20,9109 Links Dr,Fort Myers,33913.0,840000.0,3.0,2.0,The Links,2251.0,9147.0,2004.0,373.0,754.0,26.6049309,-81.7913005,2022.0,5.0,Friday,2.0,2000-2999,18.0,13.641158361294979,7.719573989259581,9.121290555142672
2021-11-01,11831 Bramble Cove Dr,Fort Myers,33905.0,430000.0,3.0,3.0,Bramble Cove,1994.0,8624.0,2003.0,216.0,379.0,26.6970094,-81.7598758,2021.0,11.0,Monday,4.0,1000-1999,18.0,12.971542813248437,7.598399329323964,9.062420241899561
